index,Reaction,Ground turth,LocalMapper,RXNMapper,GraphMapper,LocalMapper_Conf,RXNMapper_Conf,GraphMapper_Conf,Source
203,CCNCC.CCNCC.COc1cc(C(=O)Cl)cc(OC)c1OC>>CCN(CC)C(=O)c1cc(OC)c(OC)c(OC)c1.CC[NH2+]CC,[CH3:11][O:12][c:13]1[cH:14][c:15]([C:16]([Cl:17])=[O:18])[cH:19][c:20]([O:21][CH3:22])[c:23]1[O:24][CH3:25].[CH3:1][CH2:2][NH:3][CH2:4][CH3:5].[CH3:6][CH2:7][NH:8][CH2:9][CH3:10]>>[CH3:1][CH2:2][NH2+:3][CH2:4][CH3:5].[CH3:6][CH2:7][N:8]([CH2:9][CH3:10])[C:16]([c:15]1[cH:14][c:13]([O:12][CH3:11])[c:23]([O:24][CH3:25])[c:20]([O:21][CH3:22])[cH:19]1)=[O:18],[CH3:11][O:12][c:13]1[cH:14][c:15]([C:16](Cl)=[O:18])[cH:19][c:20]([O:21][CH3:22])[c:23]1[O:24][CH3:25].[CH3:1][CH2:2][NH:3][CH2:4][CH3:5].[CH3:6][CH2:7][NH:8][CH2:9][CH3:10]>>[CH3:1][CH2:2][NH2+:3][CH2:4][CH3:5].[CH3:6][CH2:7][N:8]([CH2:9][CH3:10])[C:16]([c:15]1[cH:14][c:13]([O:12][CH3:11])[c:23]([O:24][CH3:25])[c:20]([O:21][CH3:22])[cH:19]1)=[O:18],[CH3:20][CH2:21][NH:22][CH2:23][CH3:24].[CH3:1][CH2:2][NH:3][CH2:4][CH3:5].Cl[C:6](=[O:7])[c:8]1[cH:9][c:10]([O:11][CH3:12])[c:13]([O:14][CH3:15])[c:16]([O:17][CH3:18])[cH:19]1>>[CH3:1][CH2:2][N:3]([CH2:4][CH3:5])[C:6](=[O:7])[c:8]1[cH:9][c:10]([O:11][CH3:12])[c:13]([O:14][CH3:15])[c:16]([O:17][CH3:18])[cH:19]1.[CH3:20][CH2:21][NH2+:22][CH2:23][CH3:24],[CH2:2]([CH3:1])[NH:3][CH2:4][CH3:5].[CH2:7]([CH3:6])[NH:8][CH2:9][CH3:10].[O:12]([c:13]1[cH:14][c:15]([cH:19][c:20]([O:21][CH3:22])[c:23]1[O:24][CH3:25])[C:16](=[O:17])[Cl:18])[CH3:11]>>[CH3:1][CH2:2][NH2+:3][CH2:4][CH3:5].[c:13]1([O:12][CH3:11])[cH:14][c:15]([cH:19][c:20]([O:21][CH3:22])[c:23]1[O:24][CH3:25])[C:16]([N:8]([CH2:9][CH3:10])[CH2:7][CH3:6])=[O:17],True,0.3580064546760954,0,golden
204,C1CCC([N-]C2CCCCC2)CC1.CC(=O)OC(C)(C)C.Fc1ccc(Br)cc1>>CC(C)(C)OC(=O)Cc1ccc(F)cc1,[CH3:1][C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8].[CH:17]1([N-:23][CH:24]2[CH2:25][CH2:26][CH2:27][CH2:28][CH2:29]2)[CH2:18][CH2:19][CH2:20][CH2:21][CH2:22]1.[F:9][c:10]1[cH:11][cH:12][c:13]([Br:16])[cH:14][cH:15]1>>[CH2:1]([C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8])[c:13]1[cH:12][cH:11][c:10]([F:9])[cH:15][cH:14]1,[CH3:1][C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8].C1([N-]C2CCCCC2)CCCCC1.[F:9][c:10]1[cH:11][cH:12][c:13](Br)[cH:14][cH:15]1>>[CH2:1]([C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8])[c:13]1[cH:12][cH:11][c:10]([F:9])[cH:15][cH:14]1,C1CCC([N-]C2CCCCC2)CC1.[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[CH3:8].Br[c:9]1[cH:10][cH:11][c:12]([F:13])[cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[CH2:8][c:9]1[cH:10][cH:11][c:12]([F:13])[cH:14][cH:15]1,[CH2:2]1[CH2:3][CH:4]([CH2:12][CH2:13][CH2:1]1)[N-:5][CH:6]2[CH2:11][CH2:10][CH2:9][CH2:8][CH2:7]2.[CH3:19][C:18]([CH3:20])([CH3:21])[O:17][C:15](=[O:16])[CH3:14].[cH:25]1[cH:24][c:23]([cH:29][cH:28][c:26]1[Br:27])[F:22]>>[CH3:19][C:18]([CH3:20])([CH3:21])[O:17][C:15](=[O:16])[CH2:14][c:26]1[cH:25][cH:24][c:23]([cH:29][cH:28]1)[F:22],True,0.2615798754738899,0,golden
205,BrBr.CC(=O)C=Cc1ccccc1>>CC(=O)C(Br)C(Br)c1ccccc1,[Br:1][Br:2].[CH3:3][C:4]([CH:5]=[CH:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)=[O:13]>>[Br:1][CH:6]([CH:5]([Br:2])[C:4]([CH3:3])=[O:13])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,[Br:1][Br:2].[CH3:3][C:4]([CH:5]=[CH:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)=[O:13]>>[Br:1][CH:6]([CH:5]([Br:2])[C:4]([CH3:3])=[O:13])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,[Br:5][Br:7].[CH3:1][C:2](=[O:3])[CH:4]=[CH:6][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH3:1][C:2](=[O:3])[CH:4]([Br:5])[CH:6]([Br:7])[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,[Br:1][Br:2].[cH:10]1[cH:9][c:8]([cH:13][cH:12][cH:11]1)[CH:7]=[CH:6][C:4]([CH3:3])=[O:5]>>[cH:9]1[cH:10][cH:11][cH:12][cH:13][c:8]1[CH:7]([Br:1])[CH:6]([C:4](=[O:5])[CH3:3])[Br:2],False,0.4499435283239527,0,golden
206,C1CCC([N-]C2CCCCC2)CC1.COC(=O)C(C)C.Clc1ccc(Br)cc1>>COC(=O)C(C)(C)c1ccc(Cl)cc1,[CH3:9][O:10][C:11]([CH:12]([CH3:13])[CH3:14])=[O:15].[CH:16]1([N-:22][CH:23]2[CH2:24][CH2:25][CH2:26][CH2:27][CH2:28]2)[CH2:17][CH2:18][CH2:19][CH2:20][CH2:21]1.[Cl:1][c:2]1[cH:3][cH:4][c:5]([Br:8])[cH:6][cH:7]1>>[Cl:1][c:2]1[cH:3][cH:4][c:5]([C:12]([C:11]([O:10][CH3:9])=[O:15])([CH3:13])[CH3:14])[cH:6][cH:7]1,[CH3:9][O:10][C:11]([CH:12]([CH3:13])[CH3:14])=[O:15].C1([N-]C2CCCCC2)CCCCC1.[Cl:1][c:2]1[cH:3][cH:4][c:5](Br)[cH:6][cH:7]1>>[Cl:1][c:2]1[cH:3][cH:4][c:5]([C:12]([C:11]([O:10][CH3:9])=[O:15])([CH3:13])[CH3:14])[cH:6][cH:7]1,C1CCC([N-]C2CCCCC2)CC1.[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH3:6])[CH3:7].Br[c:8]1[cH:9][cH:10][c:11]([Cl:12])[cH:13][cH:14]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]([CH3:6])([CH3:7])[c:8]1[cH:9][cH:10][c:11]([Cl:12])[cH:13][cH:14]1,[CH2:2]1[CH2:3][CH:4]([CH2:12][CH2:13][CH2:1]1)[N-:5][CH:6]2[CH2:11][CH2:10][CH2:9][CH2:8][CH2:7]2.[CH3:19][CH:18]([CH3:20])[C:16]([O:15][CH3:14])=[O:17].[cH:23]1[cH:24][c:25]([cH:27][cH:28][c:22]1[Cl:21])[Br:26]>>[CH3:19][C:18]([CH3:20])([c:25]1[cH:24][cH:23][c:22]([cH:28][cH:27]1)[Cl:21])[C:16]([O:15][CH3:14])=[O:17],True,0.6064853274265887,0,golden
207,COC(=O)c1ccc(N(C(=O)CCl)C2CCN(C(=O)OCc3ccccc3)CC2)cc1>>COC(=O)c1ccc2c(c1)CC(=O)N2C1CCN(C(=O)OCc2ccccc2)CC1,[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]([N:8]([C:9]([CH2:10][Cl:11])=[O:12])[CH:13]2[CH2:14][CH2:15][N:16]([C:17]([O:18][CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)=[O:26])[CH2:27][CH2:28]2)[cH:29][cH:30]1)=[O:31]>>[CH3:1][O:2][C:3]([c:4]1[cH:5][c:6]2[c:7]([cH:29][cH:30]1)[N:8]([CH:13]1[CH2:14][CH2:15][N:16]([C:17]([O:18][CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)=[O:26])[CH2:27][CH2:28]1)[C:9](=[O:12])[CH2:10]2)=[O:31],[CH3:1][O:2][C:3]([c:4]1[cH:30][cH:29][c:7]([N:8]([C:9]([CH2:10]Cl)=[O:12])[CH:13]2[CH2:14][CH2:15][N:16]([C:17]([O:18][CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)=[O:26])[CH2:27][CH2:28]2)[cH:6][cH:5]1)=[O:31]>>[CH3:1][O:2][C:3]([c:4]1[cH:5][c:6]2[c:7]([cH:29][cH:30]1)[N:8]([CH:13]1[CH2:14][CH2:15][N:16]([C:17]([O:18][CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)=[O:26])[CH2:27][CH2:28]1)[C:9](=[O:12])[CH2:10]2)=[O:31],Cl[CH2:11][C:12](=[O:13])[N:14]([c:8]1[cH:7][cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:10][cH:9]1)[CH:15]1[CH2:16][CH2:17][N:18]([C:19](=[O:20])[O:21][CH2:22][c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[CH2:29][CH2:30]1>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[CH2:11][C:12](=[O:13])[N:14]2[CH:15]1[CH2:16][CH2:17][N:18]([C:19](=[O:20])[O:21][CH2:22][c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[CH2:29][CH2:30]1,[cH:20]1[cH:19][c:18]([cH:23][cH:22][cH:21]1)[CH2:17][O:16][C:14](=[O:15])[N:13]2[CH2:24][CH2:25][CH:10]([CH2:11][CH2:12]2)[N:9]([c:8]3[cH:30][cH:31][c:5]([cH:6][cH:7]3)[C:3]([O:2][CH3:1])=[O:4])[C:26]([CH2:28][Cl:29])=[O:27]>>[cH:20]1[cH:19][c:18]([cH:23][cH:22][cH:21]1)[CH2:17][O:16][C:14]([N:13]2[CH2:24][CH2:25][CH:10]([CH2:11][CH2:12]2)[N:9]3[C:26]([CH2:28][c:30]4[c:8]3[cH:7][cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:31]4)=[O:27])=[O:15],True,0.7771290934549892,0,golden
208,C1CCC([N-]C2CCCCC2)CC1.COC(=O)C(C)C.COc1ccc(Br)cc1>>COC(=O)C(C)(C)c1ccc(OC)cc1,[CH3:10][O:11][C:12]([CH:13]([CH3:14])[CH3:15])=[O:16].[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([Br:9])[cH:7][cH:8]1.[CH:17]1([N-:23][CH:24]2[CH2:25][CH2:26][CH2:27][CH2:28][CH2:29]2)[CH2:18][CH2:19][CH2:20][CH2:21][CH2:22]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:13]([C:12]([O:11][CH3:10])=[O:16])([CH3:14])[CH3:15])[cH:7][cH:8]1,[CH3:10][O:11][C:12]([CH:13]([CH3:14])[CH3:15])=[O:16].[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](Br)[cH:7][cH:8]1.C1([N-]C2CCCCC2)CCCCC1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:13]([C:12]([O:11][CH3:10])=[O:16])([CH3:14])[CH3:15])[cH:7][cH:8]1,C1CCC([N-]C2CCCCC2)CC1.[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH3:6])[CH3:7].Br[c:8]1[cH:9][cH:10][c:11]([O:12][CH3:13])[cH:14][cH:15]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]([CH3:6])([CH3:7])[c:8]1[cH:9][cH:10][c:11]([O:12][CH3:13])[cH:14][cH:15]1,[CH2:2]1[CH2:3][CH:4]([CH2:12][CH2:13][CH2:1]1)[N-:5][CH:6]2[CH2:11][CH2:10][CH2:9][CH2:8][CH2:7]2.[CH3:19][CH:18]([CH3:20])[C:16]([O:15][CH3:14])=[O:17].[cH:25]1[cH:24][c:23]([cH:29][cH:28][c:26]1[Br:27])[O:22][CH3:21]>>[cH:24]1[cH:25][c:26]([cH:28][cH:29][c:23]1[O:22][CH3:21])[C:18]([CH3:19])([CH3:20])[C:16]([O:15][CH3:14])=[O:17],True,0.6068127757519819,0,golden
209,C=CC#N.OCc1ccccc1>>C=CC(=O)NCc1ccccc1,[CH2:1]=[CH:2][C:3]#[N:4].[OH:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[CH2:1]=[CH:2][C:3]([NH:4][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)=[O:5],[CH2:1]=[CH:2][C:3]#[N:4].[OH:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[CH2:1]=[CH:2][C:3]([NH:4][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)=[O:5],[CH2:1]=[CH:2][C:3]#[N:5].[OH:4][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[CH2:1]=[CH:2][C:3](=[O:4])[NH:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,[CH2:1]=[CH:2][C:3]#[N:4].[cH:8]1[cH:9][cH:10][cH:11][cH:12][c:7]1[CH2:6][OH:5]>>[cH:8]1[cH:9][cH:10][cH:11][cH:12][c:7]1[CH2:6][NH:4][C:3]([CH:2]=[CH2:1])=[O:5],False,0.980033493274912,0,golden
210,ClP(Cl)(Cl)(Cl)Cl.N#CCC(N)=O>>N#CCC#N.O=P(Cl)(Cl)Cl,[Cl:1][P:2]([Cl:3])([Cl:4])([Cl:5])[Cl:6].[NH2:7][C:8]([CH2:9][C:10]#[N:11])=[O:12]>>[Cl:1][P:2]([Cl:3])([Cl:4])=[O:12].[N:7]#[C:8][CH2:9][C:10]#[N:11],[Cl:1][P:2]([Cl:3])([Cl:4])(Cl)Cl.[NH2:11][C:10]([CH2:9][C:8]#[N:7])=[O:12]>>[Cl:1][P:2]([Cl:3])([Cl:4])=[O:12].[N:7]#[C:8][CH2:9][C:10]#[N:11],Cl[P:7](Cl)([Cl:8])([Cl:9])[Cl:10].[NH2:1][C:2]([CH2:3][C:4]#[N:5])=[O:6]>>[N:1]#[C:2][CH2:3][C:4]#[N:5].[O:6]=[P:7]([Cl:8])([Cl:9])[Cl:10],[Cl:1][P:2]([Cl:3])([Cl:4])([Cl:5])[Cl:6].[NH2:7][C:8](=[O:9])[CH2:10][C:11]#[N:12]>>[Cl:1][P:2]([Cl:3])([Cl:4])=[O:9].[N:7]#[C:8][CH2:10][C:11]#[N:12],False,0.0288461465589138,0,golden
211,CCOC(=O)OCC.O=C1CCCCCCC1>>CCOC(=O)C1CCCCCCC1=O,[CH3:10][CH2:11][O:12][C:13]([O:14][CH2:15][CH3:16])=[O:17].[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]1>>[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH:9]1[C:13]([O:14][CH2:15][CH3:16])=[O:17],[CH3:16][CH2:15][O:14][C:13](OCC)=[O:17].[O:1]=[C:2]1[CH2:9][CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3]1>>[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH:9]1[C:13]([O:14][CH2:15][CH3:16])=[O:17],CCO[C:4]([O:3][CH2:2][CH3:1])=[O:5].[CH2:6]1[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][C:13]1=[O:14]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]1[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][C:13]1=[O:14],[CH2:12]1[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][C:10]([CH2:11]1)=[O:9].[CH3:1][CH2:2][O:3][C:4]([O:6][CH2:7][CH3:8])=[O:5]>>[CH2:16]1[CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][C:10](=[O:9])[CH:17]1[C:4](=[O:5])[O:3][CH2:2][CH3:1],True,0.4328473335180876,0,golden
212,CC(=O)CCC1(Cc2ccccc2)C(=O)CCCC1=O>>O=C1C=C2CCCC(=O)C2(Cc2ccccc2)CC1,[CH3:1][C:2]([CH2:3][CH2:4][C:5]1([CH2:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[C:6](=[O:12])[CH2:7][CH2:8][CH2:9][C:10]1=[O:11])=[O:20]>>[CH:1]1=[C:6]2[C:5]([CH2:13][c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)([CH2:4][CH2:3][C:2]1=[O:20])[C:10](=[O:11])[CH2:9][CH2:8][CH2:7]2,[CH3:1][C:2]([CH2:3][CH2:4][C:5]1([CH2:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[C:10](=[O:11])[CH2:9][CH2:8][CH2:7][C:6]1=O)=[O:20]>>[CH:1]1=[C:6]2[C:5]([CH2:13][c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)([CH2:4][CH2:3][C:2]1=[O:20])[C:10](=[O:11])[CH2:9][CH2:8][CH2:7]2,O=[C:4]1[CH2:5][CH2:6][CH2:7][C:8](=[O:9])[C:10]1([CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[CH2:18][CH2:19][C:2](=[O:1])[CH3:3]>>[O:1]=[C:2]1[CH:3]=[C:4]2[CH2:5][CH2:6][CH2:7][C:8](=[O:9])[C:10]2([CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[CH2:18][CH2:19]1,[cH:9]1[cH:10][cH:11][cH:12][cH:13][c:8]1[CH2:7][C:6]2([C:19]([CH2:18][CH2:17][CH2:16][C:14]2=[O:15])=[O:20])[CH2:5][CH2:4][C:2]([CH3:1])=[O:3]>>[cH:10]1[cH:9][c:8]([cH:13][cH:12][cH:11]1)[CH2:7][C:6]23[C:14]([CH2:16][CH2:17][CH2:18][C:19]3=[CH:1][C:2]([CH2:4][CH2:5]2)=[O:3])=[O:15],True,0.6186334789082862,0,golden
213,C1CCC([N-]C2CCCCC2)CC1.CC(=O)OC(C)(C)C.CC(C)(C)c1ccc(Br)cc1>>CC(C)(C)OC(=O)Cc1ccc(C(C)(C)C)cc1,[CH3:1][C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8].[CH3:9][C:10]([CH3:11])([c:12]1[cH:13][cH:14][c:15]([Br:18])[cH:16][cH:17]1)[CH3:19].[CH:20]1([N-:26][CH:27]2[CH2:28][CH2:29][CH2:30][CH2:31][CH2:32]2)[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]1>>[CH2:1]([C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8])[c:15]1[cH:14][cH:13][c:12]([C:10]([CH3:9])([CH3:11])[CH3:19])[cH:17][cH:16]1,[CH3:1][C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8].[CH3:9][C:10]([CH3:11])([c:12]1[cH:13][cH:14][c:15](Br)[cH:16][cH:17]1)[CH3:19].C1([N-]C2CCCCC2)CCCCC1>>[CH2:1]([C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8])[c:15]1[cH:14][cH:13][c:12]([C:10]([CH3:9])([CH3:11])[CH3:19])[cH:17][cH:16]1,C1CCC([N-]C2CCCCC2)CC1.[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[CH3:8].Br[c:9]1[cH:10][cH:11][c:12]([C:13]([CH3:14])([CH3:15])[CH3:16])[cH:17][cH:18]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[CH2:8][c:9]1[cH:10][cH:11][c:12]([C:13]([CH3:14])([CH3:15])[CH3:16])[cH:17][cH:18]1,[CH2:2]1[CH2:3][CH:4]([CH2:12][CH2:13][CH2:1]1)[N-:5][CH:6]2[CH2:11][CH2:10][CH2:9][CH2:8][CH2:7]2.[CH3:19][C:18]([CH3:20])([CH3:21])[O:17][C:15](=[O:16])[CH3:14].[CH3:22][C:23]([CH3:24])([CH3:25])[c:26]1[cH:32][cH:31][c:29]([cH:28][cH:27]1)[Br:30]>>[CH3:22][C:23]([CH3:24])([CH3:25])[c:26]1[cH:32][cH:31][c:29]([cH:28][cH:27]1)[CH2:14][C:15](=[O:16])[O:17][C:18]([CH3:19])([CH3:20])[CH3:21],True,0.1542955015771203,0,golden
214,CC(C)(C)C(CO)NC(=O)c1ccccc1Br.CS(=O)(=O)Cl>>CC(C)(C)C1COC(c2ccccc2Br)=N1,[CH3:1][S:2](=[O:3])([Cl:4])=[O:5].[CH3:6][C:7]([CH3:8])([CH:9]([NH:10][C:11]([c:12]1[c:13]([Br:18])[cH:14][cH:15][cH:16][cH:17]1)=[O:19])[CH2:20][OH:21])[CH3:22]>>[CH3:6][C:7]([CH3:8])([CH:9]1[N:10]=[C:11]([c:12]2[c:13]([Br:18])[cH:14][cH:15][cH:16][cH:17]2)[O:19][CH2:20]1)[CH3:22],CS(=O)(Cl)=O.[CH3:6][C:7]([CH3:8])([CH:9]([NH:10][C:11]([c:12]1[c:13]([Br:18])[cH:14][cH:15][cH:16][cH:17]1)=O)[CH2:20][OH:19])[CH3:22]>>[CH3:6][C:7]([CH3:8])([CH:9]1[N:10]=[C:11]([c:12]2[c:13]([Br:18])[cH:14][cH:15][cH:16][cH:17]2)[O:19][CH2:20]1)[CH3:22],O=[C:8]([c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[Br:15])[NH:16][CH:5]([C:2]([CH3:1])([CH3:3])[CH3:4])[CH2:6][OH:7].CS(=O)(=O)Cl>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]1[CH2:6][O:7][C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[Br:15])=[N:16]1,[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]([NH:8][C:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[Br:17])[CH2:6][OH:7].[O:20]=[S:19](=[O:21])([CH3:18])[Cl:22]>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]1[N:8]=[C:9]([c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[Br:17])[O:10][CH2:6]1,False,0.3458255576998901,0,golden
215,C1CCC([N-]C2CCCCC2)CC1.CN(C)c1ccc(Br)cc1.COC(=O)C(C)C>>COC(=O)C(C)(C)c1ccc(N(C)C)cc1,[CH3:1][O:2][C:3]([CH:4]([CH3:5])[CH3:6])=[O:7].[CH3:8][N:9]([c:10]1[cH:11][cH:12][c:13]([Br:16])[cH:14][cH:15]1)[CH3:17].[CH:18]1([N-:24][CH:25]2[CH2:26][CH2:27][CH2:28][CH2:29][CH2:30]2)[CH2:19][CH2:20][CH2:21][CH2:22][CH2:23]1>>[CH3:1][O:2][C:3]([C:4]([CH3:5])([CH3:6])[c:13]1[cH:12][cH:11][c:10]([N:9]([CH3:8])[CH3:17])[cH:15][cH:14]1)=[O:7],[CH3:1][O:2][C:3]([CH:4]([CH3:5])[CH3:6])=[O:7].[CH3:8][N:9]([c:10]1[cH:11][cH:12][c:13](Br)[cH:14][cH:15]1)[CH3:17].C1([N-]C2CCCCC2)CCCCC1>>[CH3:1][O:2][C:3]([C:4]([CH3:5])([CH3:6])[c:13]1[cH:12][cH:11][c:10]([N:9]([CH3:8])[CH3:17])[cH:15][cH:14]1)=[O:7],C1CCC([N-]C2CCCCC2)CC1.Br[c:8]1[cH:9][cH:10][c:11]([N:12]([CH3:13])[CH3:14])[cH:15][cH:16]1.[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH3:6])[CH3:7]>>[CH3:1][O:2][C:3](=[O:4])[C:5]([CH3:6])([CH3:7])[c:8]1[cH:9][cH:10][c:11]([N:12]([CH3:13])[CH3:14])[cH:15][cH:16]1,[CH2:2]1[CH2:3][CH:4]([CH2:12][CH2:13][CH2:1]1)[N-:5][CH:6]2[CH2:11][CH2:10][CH2:9][CH2:8][CH2:7]2.[CH3:14][N:15]([CH3:16])[c:17]1[cH:18][cH:19][c:20]([cH:22][cH:23]1)[Br:21].[CH3:29][CH:28]([CH3:30])[C:26]([O:25][CH3:24])=[O:27]>>[CH3:29][C:28]([CH3:30])([c:20]1[cH:19][cH:18][c:17]([cH:23][cH:22]1)[N:15]([CH3:16])[CH3:14])[C:26]([O:25][CH3:24])=[O:27],True,0.4955228523830743,0,golden
216,Cc1ccccc1N.O=Cc1ccccc1>>Cc1ccccc1NCc1ccccc1,[CH3:9][c:10]1[c:11]([NH2:16])[cH:12][cH:13][cH:14][cH:15]1.[CH:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)=[O:8]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[NH:16][c:11]1[c:10]([CH3:9])[cH:15][cH:14][cH:13][cH:12]1,[CH3:9][c:10]1[c:11]([NH2:16])[cH:12][cH:13][cH:14][cH:15]1.[CH:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)=O>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[NH:16][c:11]1[c:10]([CH3:9])[cH:15][cH:14][cH:13][cH:12]1,[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[NH2:8].O=[CH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[NH:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[cH:12]1[cH:13][cH:14][cH:15][cH:16][c:11]1[CH:10]=[O:9].[cH:4]1[cH:3][c:2]([CH3:1])[c:7]([NH2:8])[cH:6][cH:5]1>>[cH:12]1[cH:13][cH:14][cH:15][cH:16][c:11]1[CH2:10][NH:8][c:7]2[cH:6][cH:5][cH:4][cH:3][c:2]2[CH3:1],True,0.931376814145922,0,golden
