reaction,mapped_reaction
NC1=CC=CC=C1.OC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4>>NC5=CC=C(C(C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8)C=C5.O,[#7:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5]-[#6:6]=[#6:7]-1.[#8:8][C:9]([#6:10]-1=[#6:11]-[#6:12]=[#6:13]-[#6:14]=[#6:15]-1)([#6:16]-1=[#6:17]-[#6:18]=[#6:19]-[#6:20]=[#6:21]-1)[#6:22]-1=[#6:23]-[#6:24]=[#6:25]-[#6:26]=[#6:27]-1>>[#7:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5](-[#6:6]=[#6:7]-1)[C:9]([#6:10]-1=[#6:11]-[#6:12]=[#6:13]-[#6:14]=[#6:15]-1)([#6:22]-1=[#6:23]-[#6:24]=[#6:25]-[#6:26]=[#6:27]-1)[#6:16]-1=[#6:17]-[#6:18]=[#6:19]-[#6:20]=[#6:21]-1.[#8:8]
NC1=CC=C(I)C=C1F.CC(CCC(C)=O)=O>>FC2=CC(I)=CC=C2N3C(C)=CC=C3C.O.O,[#7:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5]([I:6])-[#6:7]=[#6:8]-1[F:9].[#6:10]-[#6:11](=[O:17])-[#6:12]-[#6:13]-[#6:14](-[#6:15])=[O:16]>>[#6:10]-[#6:11]-1=[#6:12]-[#6:13]=[#6:14](-[#6:15])-[#7:1]-1-[#6:2]-1=[#6:3]-[#6:4]=[#6:5]([I:6])-[#6:7]=[#6:8]-1[F:9].[#8:17].[#8:16]
CC1(CO)COC1.CC2=CC=C(S(=O)(Cl)=O)C=C2>>CC3(COS(C4=CC=C(C)C=C4)(=O)=O)COC3.Cl,[#6:1][C:2]1([#6:3]-[#8:4])[#6:5]-[#8:6]-[#6:7]1.[#6:8]-[#6:9]-1=[#6:10]-[#6:11]=[#6:12](-[#6:17]=[#6:18]-1)[S:13]([Cl:15])(=[O:14])=[O:16]>>[#6:8]-[#6:9]-1=[#6:10]-[#6:11]=[#6:12](-[#6:17]=[#6:18]-1)[S:13](=[O:16])(=[O:14])[#8:4]-[#6:3][C:2]1([#6:1])[#6:5]-[#8:6]-[#6:7]1.[Cl:15]
BrC1=CC=CC=C1.O=C(CC2)OC2=O>>BrC3=CC=C(C(CCC(O)=O)=O)C=C3,[Br:1][#6:2]-1=[#6:3]-[#6:4]=[#6:5]-[#6:6]=[#6:7]-1.[O:8]=[#6:9]-1-[#6:10]-[#6:11]-[#6:13](=[O:14])-[#8:12]-1>>[#8:12]-[#6:13](=[O:14])-[#6:11]-[#6:10]-[#6:9](=[O:8])-[#6:5]-1=[#6:6]-[#6:7]=[#6:2]([Br:1])-[#6:3]=[#6:4]-1
O=C1N(C(OC)C)C(C2=CC=CC=C2)C(C3=CC=CC=C3)O1>>O=C4N(C=C)C(C5=CC=CC=C5)C(C6=CC=CC=C6)O4.OC,[#6:6]-[#8:5]-[#6:4](-[#6:7])-[#7:3]-1-[#6:8](-[#6:15](-[#8:22]-[#6:2]-1=[O:1])-[#6:16]-1=[#6:17]-[#6:18]=[#6:19]-[#6:20]=[#6:21]-1)-[#6:9]-1=[#6:10]-[#6:11]=[#6:12]-[#6:13]=[#6:14]-1>>[#6:7]=[#6:4]-[#7:3]-1-[#6:8](-[#6:15](-[#8:22]-[#6:2]-1=[O:1])-[#6:16]-1=[#6:21]-[#6:20]=[#6:19]-[#6:18]=[#6:17]-1)-[#6:9]-1=[#6:14]-[#6:13]=[#6:12]-[#6:11]=[#6:10]-1.[#6:6]-[#8:5]
O=C1C=CCCC1.II>>O=C2C(I)=CCCC2.I[H],[O:1]=[#6:2]-1-[#6:7]-[#6:6]-[#6:5]-[#6:4]=[#6:3]-1.[I:8][I:9]>>[I:9][#6:3]-1=[#6:4]-[#6:5]-[#6:6]-[#6:7]-[#6:2]-1=[O:1].[I:8]
CC=O.C=CC(OC)=O>>CC(O)C(C(OC)=O)=C,[CH3:1][CH:2]=[O:3].[CH3:8][O:7][C:6](=[O:9])[CH:5]=[CH2:4]>>[CH3:1][CH:2]([C:5](=[CH2:4])[C:6](=[O:9])[O:7][CH3:8])[OH:3]
O=C(/C(Br)=C/Br)OCC.C#C[Si](C)(C)C>>O=C(/C(Br)=C/C#C[Si](C)(C)C)OCC.[H]Br,[#6:9]-[#6:8]-[#8:7]-[#6:2](=[O:1])-[#6:3](\[Br:4])=[#6:5]\[Br:6].[#6:13][Si:12]([#6:14])([#6:15])[C:11]#[C:10]>>[#6:9]-[#6:8]-[#8:7]-[#6:2](=[O:1])-[#6:3](\[Br:4])=[#6:5]\[C:10]#[C:11][Si:12]([#6:15])([#6:14])[#6:13].[Br:6]
OCCOCCN.CC(OC(C)=O)=O>>CC(O)=O.OCCOCCNC(C)=O,[#7:7]-[#6:6]-[#6:5]-[#8:4]-[#6:3]-[#6:2]-[#8:1].[#6:8]-[#6:9](=[O:14])-[#8:10]-[#6:11](-[#6:12])=[O:13]>>[#6:8]-[#6:9](-[#8:10])=[O:14].[#6:12]-[#6:11](=[O:13])-[#7:7]-[#6:6]-[#6:5]-[#8:4]-[#6:3]-[#6:2]-[#8:1]
SCCS.ClC(CCl)=O>>O=C1CSCCS1.[H]Cl.[H]Cl,[#16:1]-[#6:2]-[#6:3]-[#16:4].[Cl:8][#6:7]-[#6:6]([Cl:5])=[O:9]>>[O:9]=[#6:6]-1-[#6:7]-[#16:4]-[#6:3]-[#6:2]-[#16:1]-1.[Cl:8].[Cl:5]
NC(C[C@@H](C(O)=O)N)=O.CC(C)(C)C=O.ClC(OC)=O>>O=C1N[C@H](C(C)(C)C)N(C(OC)=O)[C@H](C(O)=O)C1.Cl.O,[#7:8]-[#6@@H:4](-[#6:3]-[#6:2](-[#7:1])=[O:9])-[#6:5](-[#8:6])=[O:7].[#6:10][C:11]([#6:12])([#6:13])[#6:14]=[O:15].[#6:19]-[#8:18]-[#6:17]([Cl:16])=[O:20]>>[#6:19]-[#8:18]-[#6:17](=[O:20])-[#7:8]-1-[#6@@H:4](-[#6:3]-[#6:2](=[O:9])-[#7:1]-[#6@@H:14]-1[C:11]([#6:13])([#6:12])[#6:10])-[#6:5](-[#8:6])=[O:7].[Cl:16].[#8:15]
CCC(Cl)=O.C1COCCN1>>O=C(CC)N2CCOCC2.Cl,[#6:1]-[#6:2]-[#6:3]([Cl:4])=[O:5].[#6:6]-1-[#6:7]-[#8:8]-[#6:9]-[#6:10]-[#7:11]-1>>[#6:1]-[#6:2]-[#6:3](=[O:5])-[#7:11]-1-[#6:6]-[#6:7]-[#8:8]-[#6:9]-[#6:10]-1.[Cl:4]
CCCCCC#C.ClC(Cl)=C>>ClC(C#CCCCCC)=C.Cl,[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5][C:6]#[C:7].[Cl:8][#6:9]([Cl:10])=[#6:11]>>[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5][C:6]#[C:7][#6:9]([Cl:8])=[#6:11].[Cl:10]
CC1=CC=C(S(OC2CCC2)(=O)=O)C=C1>>CC3=CC=C(S(=O)(O)=O)C=C3.C4CC=C4,[#6:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5](-[#6:14]=[#6:15]-1)[S:6](=[O:12])(=[O:13])[#8:7]-[#6:8]-1-[#6:9]-[#6:10]-[#6:11]-1>>[#6:1]-[#6:2]-1=[#6:15]-[#6:14]=[#6:5](-[#6:4]=[#6:3]-1)[S:6]([#8:7])(=[O:12])=[O:13].[#6:11]-1-[#6:10]-[#6:9]=[#6:8]-1
CC(C1=CC=NC=C1)=O.NO>>C/C(C2=CC=NC=C2)=N/O.O,[#6:1]-[#6:2](=[O:9])-[#6:3]-1=[#6:4]-[#6:5]=[#7:6]-[#6:7]=[#6:8]-1.[#7:10]-[#8:11]>>[#6:1]\[#6:2](=[#7:10]\[#8:11])-[#6:3]-1=[#6:4]-[#6:5]=[#7:6]-[#6:7]=[#6:8]-1.[#8:9]
C/C(C1=CC=NC=C1)=N/O.CC2=CC=C(S(=O)(Cl)=O)C=C2>>C/C(C3=CC=NC=C3)=N/OS(C4=CC=C(C)C=C4)(=O)=O.Cl,[#6:1]\[#6:2](=[#7:9]\[#8:10])-[#6:3]-1=[#6:4]-[#6:5]=[#7:6]-[#6:7]=[#6:8]-1.[#6:11]-[#6:12]-1=[#6:13]-[#6:14]=[#6:15](-[#6:20]=[#6:21]-1)[S:16]([Cl:18])(=[O:17])=[O:19]>>[#6:1]\[#6:2](=[#7:9]\[#8:10][S:16](=[O:17])(=[O:19])[#6:15]-1=[#6:20]-[#6:21]=[#6:12](-[#6:11])-[#6:13]=[#6:14]-1)-[#6:3]-1=[#6:4]-[#6:5]=[#7:6]-[#6:7]=[#6:8]-1.[Cl:18]
CCCCCCC(C=C)OC(CC(C)=O)=O>>CCCCCC/C=C/CC(C(C)=O)C(O)=O,[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5]-[#6:6]-[#6:7](-[#8:10]-[#6:11](=[O:16])-[#6:12]-[#6:13](-[#6:14])=[O:15])-[#6:8]=[#6:9]>>[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5]-[#6:6]\[#6:7]=[#6:8]\[#6:9]-[#6:12](-[#6:13](-[#6:14])=[O:15])-[#6:11](-[#8:10])=[O:16]
COCN(C[Si](C)(C)C)CC1=CC=CC=C1.O=C(C=C2)N(C3=CC=CC=C3)C2=O>>O=C(C4C5CN(CC6=CC=CC=C6)C4)N(C7=CC=CC=C7)C5=O.C[Si](C)(OC)C,[#6:1]-[#8:2]-[#6:3]-[#7:4](-[#6:10]-[#6:11]-1=[#6:12]-[#6:13]=[#6:14]-[#6:15]=[#6:16]-1)-[#6:5][Si:6]([#6:7])([#6:8])[#6:9].[O:17]=[#6:18]-1-[#6:19]=[#6:20]-[#6:28](=[O:29])-[#7:21]-1-[#6:22]-1=[#6:23]-[#6:24]=[#6:25]-[#6:26]=[#6:27]-1>>[O:29]=[#6:28]-1-[#6:20]-2-[#6:5]-[#7:4](-[#6:10]-[#6:11]-3=[#6:12]-[#6:13]=[#6:14]-[#6:15]=[#6:16]-3)-[#6:3]-[#6:19]-2-[#6:18](=[O:17])-[#7:21]-1-[#6:22]-1=[#6:27]-[#6:26]=[#6:25]-[#6:24]=[#6:23]-1.[#6:1]-[#8:2][Si:6]([#6:9])([#6:8])[#6:7]
OC(C=C1)=CC=C1C2=CC=CC=C2.ClC3=NN=NN3C4=CC=CC=C4>>C5(C6=CC=C(OC7=NN=NN7C8=CC=CC=C8)C=C6)=CC=CC=C5.Cl,[#8:1]-[#6:2]-1=[#6:5]-[#6:6]=[#6:7](-[#6:4]=[#6:3]-1)-[#6:8]-1=[#6:9]-[#6:10]=[#6:11]-[#6:12]=[#6:13]-1.[Cl:14][#6:15]-1=[#7:16]-[#7:17]=[#7:18]-[#7:19]-1-[#6:20]-1=[#6:21]-[#6:22]=[#6:23]-[#6:24]=[#6:25]-1>>[#8:1](-[#6:15]-1=[#7:16]-[#7:17]=[#7:18]-[#7:19]-1-[#6:20]-1=[#6:25]-[#6:24]=[#6:23]-[#6:22]=[#6:21]-1)-[#6:2]-1=[#6:3]-[#6:4]=[#6:7](-[#6:6]=[#6:5]-1)-[#6:8]-1=[#6:9]-[#6:10]=[#6:11]-[#6:12]=[#6:13]-1.[Cl:14]
CC1CCCCC1=O.CC(OC(C)=O)=O>>CC2=C(OC(C)=O)CCCC2.CC(O)=O,[#6:1]-[#6:2]-1-[#6:3]-[#6:4]-[#6:5]-[#6:6]-[#6:7]-1=[O:8].[#6:9]-[#6:10](=[O:15])-[#8:11]-[#6:12](-[#6:13])=[O:14]>>[#6:13]-[#6:12](=[O:14])-[#8:8]-[#6:7]-1=[#6:2](-[#6:1])-[#6:3]-[#6:4]-[#6:5]-[#6:6]-1.[#6:9]-[#6:10](-[#8:11])=[O:15]
O=C1C(Br)=CC(Br)(Br)C=C1Br.CN(C)C2=CC(C(F)(F)F)=CC=C2>>OC3=C(Br)C=C(Br)C=C3Br.CN(C)C4=CC(C(F)(F)F)=C(Br)C=C4,[Br:4][#6:3]-1=[#6:5][C:6]([Br:7])([Br:8])[#6:9]=[#6:10]([Br:11])-[#6:2]-1=[O:1].[#6:12]-[#7:13](-[#6:14])-[#6:15]-1=[#6:16]-[#6:17](=[#6:22]-[#6:23]=[#6:24]-1)[C:18]([F:19])([F:20])[F:21]>>[#8:1]-[#6:2]-1=[#6:10]([Br:11])-[#6:9]=[#6:6]([Br:7])-[#6:5]=[#6:3]-1[Br:4].[#6:14]-[#7:13](-[#6:12])-[#6:15]-1=[#6:16]-[#6:17](=[#6:22]([Br:8])-[#6:23]=[#6:24]-1)[C:18]([F:19])([F:20])[F:21]
CC(C(C)C)=O.BrBr>>O=C(C(C)C)CBr.Br,[#6:4]-[#6:3](-[#6:5])-[#6:2](-[#6:1])=[O:6].[Br:7][Br:8]>>[#6:4]-[#6:3](-[#6:5])-[#6:2](=[O:6])-[#6:1][Br:8].[Br:7]
O=C(CC1)N(Br)C1=O.C2(/C=C/C3=CC=CC=C3)=CC=CC=C2.O>>Br[C@@]([H])(C4=CC=CC=C4)[C@@]([H])(C5=CC=CC=C5)O.O=C(CC6)N([H])C6=O,[Br:6][#7:5]-1-[#6:2](=[O:1])-[#6:3]-[#6:4]-[#6:7]-1=[O:8].[#6:10](=[#6:11]/[#6:12]-1=[#6:13]-[#6:14]=[#6:15]-[#6:16]=[#6:17]1)\[#6:9]-1=[#6:18]-[#6:19]=[#6:20]-[#6:21]=[#6:22]1.[#8:23]>>[#8:23]-[#6@@H:10](-[#6@@H:11]([Br:6])-[#6:12]-1=[#6:17]-[#6:16]=[#6:15]-[#6:14]=[#6:13]-1)-[#6:9]-1=[#6:22]-[#6:21]=[#6:20]-[#6:19]=[#6:18]-1.[O:8]=[#6:7]-1-[#6:4]-[#6:3]-[#6:2](=[O:1])-[#7:5]-1
CI.C12=CC=CC=C1NC=C2>>CN3C=CC4=CC=CC=C43.I,[#6:1][I:2].[#7:9]-1-[#6:10]=[#6:11]-[#6:3]-2=[#6:4]-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1-2>>[#6:1]-[#7:9]-1-[#6:10]=[#6:11]-[#6:3]-2=[#6:4]-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1-2.[I:2]
O=CC1=CC=CO1.N#CCC(O)=O>>N#C/C=C/C2=CC=CO2.O=C=O.O,[O:1]=[#6:2]-[#6:3]-1=[#6:4]-[#6:5]=[#6:6]-[#8:7]-1.[#8:12]-[#6:11](=[O:13])-[#6:10][C:9]#[N:8]>>[N:8]#[C:9]\[#6:10]=[#6:2]\[#6:3]-1=[#6:4]-[#6:5]=[#6:6]-[#8:7]1.[O:13]=[C:11]=[O:12].[#8:1]
O=CC1=CC=CC=C1.O=CC2=CC=CC=C2.CC(C)=O>>O=C(/C=C/C3=CC=CC=C3)/C=C/C4=CC=CC=C4.O.O,[O:1]=[#6:2]-[#6:3]-1=[#6:4]-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1.[O:9]=[#6:10]-[#6:11]-1=[#6:12]-[#6:13]=[#6:14]-[#6:15]=[#6:16]-1.[#6:17]-[#6:18](-[#6:19])=[O:20]>>[O:20]=[#6:18](\[#6:19]=[#6:10]\[#6:11]-1=[#6:12]-[#6:13]=[#6:14]-[#6:15]=[#6:16]1)/[#6:17]=[#6:2]/[#6:3]-1=[#6:8]-[#6:7]=[#6:6]-[#6:5]=[#6:4]1.[#8:9].[#8:1]
CCCC/C=C/C.O=C(CC1)N(Br)C1=O>>CCCC(Br)/C=C/C.O=C(CC2)NC2=O,[#6:1]-[#6:2]-[#6:3]-[#6:4]\[#6:5]=[#6:6]\[#6:7].[Br:13][#7:12]-1-[#6:9](=[O:8])-[#6:10]-[#6:11]-[#6:14]-1=[O:15]>>[#6:1]-[#6:2]-[#6:3]-[#6:4]([Br:13])\[#6:5]=[#6:6]\[#6:7].[O:8]=[#6:9]-1-[#6:10]-[#6:11]-[#6:14](=[O:15])-[#7:12]-1
C(C#N)C1=CC=CC=C1.O=C(OC)OC>>CC(C#N)C1=CC=CC=C1.CO.O=C=O,[CH3:13][O:12][C:11](=[O:10])[O:14][CH3:15].[CH:7]1=[CH:6][CH:5]=[C:4]([CH:9]=[CH:8]1)[CH2:1][C:2]#[N:3]>>[CH3:13][CH:1]([C:2]#[N:3])[C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1.[CH3:15][OH:14].[C:11](=[O:10])=[O:12]
O=C(C1=CC=CC=C1)NCC(O)=O.CC(OC(C)=O)=O>>O=C2CN=C(C3=CC=CC=C3)O2.OC(C)=O.OC(C)=O,[#8:12]-[#6:11](=[O:13])-[#6:10]-[#7:9]-[#6:2](=[O:1])-[#6:3]-1=[#6:4]-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1.[#6:14]-[#6:15](=[O:20])-[#8:16]-[#6:17](-[#6:18])=[O:19]>>[O:13]=[#6:11]-1-[#6:10]-[#7:9]=[#6:2](-[#8:1]-1)-[#6:3]-1=[#6:4]-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1.[#6:18]-[#6:17](-[#8:12])=[O:19].[#6:14]-[#6:15](-[#8:16])=[O:20]
ClC(C1CCCCC1)=O.ClC(C2CCCCC2)=O>>O=C3C4(CCCCC4)C(C35CCCCC5)=O.Cl.Cl,[Cl:1][#6:2](=[O:9])-[#6:3]-1-[#6:4]-[#6:5]-[#6:6]-[#6:7]-[#6:8]-1.[Cl:10][#6:11](=[O:18])-[#6:12]-1-[#6:13]-[#6:14]-[#6:15]-[#6:16]-[#6:17]-1>>[O:18]=[#6:11]1[C:12]2([#6:17]-[#6:16]-[#6:15]-[#6:14]-[#6:13]2)[#6:2](=[O:9])[C:3]11[#6:4]-[#6:5]-[#6:6]-[#6:7]-[#6:8]1.[Cl:1].[Cl:10]
BrBr.C12=CC=CC3=C1C(C(C=C3)=CC=C4)=C4C=C2>>BrC5=CC=C(C=C6)C7=C5C=CC8=CC=CC6=C87.Br,[Br:1][Br:2].[#6:5]-1=[#6:6]-[#6:7]-2=[#6:8]-3-[#6:3](-[#6:18]=[#6:17]-[#6:16]-4=[#6:9]-3-[#6:10](-[#6:11]=[#6:12]-2)=[#6:13]-[#6:14]=[#6:15]-4)=[#6:4]-1>>[Br:2][#6:13]-1=[#6:14]-[#6:15]=[#6:16]-2-[#6:17]=[#6:18]-[#6:3]-3=[#6:8]-4-[#6:7](-[#6:12]=[#6:11]-[#6:10]-1=[#6:9]-2-4)=[#6:6]-[#6:5]=[#6:4]-3.[Br:1]
CCCCCC/C=C\CCCCCC(OCC1OC(C)(C)OC1)=O.O>>CCCCCC/C=C\CCCCCC(OCC(CO)O)=O.CC(C)=O,[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5]-[#6:6]\[#6:7]=[#6:8]/[#6:9]-[#6:10]-[#6:11]-[#6:12]-[#6:13]-[#6:14](=[O:24])-[#8:15]-[#6:16]-[#6:17]-1-[#6:23]-[#8:22][C:19]([#6:20])([#6:21])[#8:18]-1.[#8:25]>>[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5]-[#6:6]\[#6:7]=[#6:8]/[#6:9]-[#6:10]-[#6:11]-[#6:12]-[#6:13]-[#6:14](=[O:24])-[#8:15]-[#6:16]-[#6:17](-[#8:18])-[#6:23]-[#8:22].[#6:20]-[#6:19](-[#6:21])=[O:25]
ClC1=CC(Cl)=C(C=CC=C2)C2=N1.N[C@H]3[C@H](N)CCCC3.ClC4=CC(Cl)=C(C=CC=C5)C5=N4>>ClC6=C(C=CC=C7)C7=NC(N[C@@H]8CCCC[C@H]8NC9=CC(Cl)=C(C=CC=C1)C1=N9)=C6.Cl.Cl,[Cl:1][C:2]1=[CH:3][C:4]([Cl:5])=[C:6]2[CH:7]=[CH:8][CH:9]=[CH:10][C:11]2=[N:12]1.[NH2:13][C@@H:14]1[CH2:20][CH2:19][CH2:18][CH2:17][C@H:15]1[NH2:16].[Cl:21][C:22]1=[CH:23][C:24]([Cl:25])=[C:26]2[CH:27]=[CH:28][CH:29]=[CH:30][C:31]2=[N:32]1>>[Cl:5][C:4]1=[C:6]2[CH:7]=[CH:8][CH:9]=[CH:10][C:11]2=[N:12][C:2]([NH:16][C@@H:15]2[CH2:17][CH2:18][CH2:19][CH2:20][C@H:14]2[NH:13][C:22]2=[CH:23][C:24]([Cl:25])=[C:26]3[CH:27]=[CH:28][CH:29]=[CH:30][C:31]3=[N:32]2)=[CH:3]1.[ClH:21].[ClH:1]
O=C/C=C/C1=CC=CC=C1.NN>>N#N.C2(C3CC3)=CC=CC=C2.O,[O:1]=[#6:2]\[#6:3]=[#6:4]\[#6:5]-1=[#6:6]-[#6:7]=[#6:8]-[#6:9]=[#6:10]1.[#7:11]-[#7:12]>>[N:12]#[N:11].[#6:3]-1-[#6:2]-[#6:4]-1-[#6:5]-1=[#6:6]-[#6:7]=[#6:8]-[#6:9]=[#6:10]-1.[#8:1]
ClC(C1=CC=CC=C1)=O.C1=CC=CC=C1>>O=C(C1=CC=CC=C1)C2=CC=CC=C2.[H]Cl,[Cl:1][#6:2](=[O:9])-[#6:3]-1=[#6:4]-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1.[#6:10]-1=[#6:11]-[#6:12]=[#6:13]-[#6:14]=[#6:15]-1>>[O:9]=[#6:2](-[#6:13]-1=[#6:12]-[#6:11]=[#6:10]-[#6:15]=[#6:14]-1)-[#6:3]-1=[#6:4]-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1.[Cl:1]
O=C(C1=CC=CC=C1)C2=CC=CC=C2.C#CC1=CC=CC=C1>>OC(C1=CC=CC=C1)(C#CC2=CC=CC=C2)C3=CC=CC=C3,[O:1]=[#6:2](-[#6:3]-1=[#6:4]-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1)-[#6:9]-1=[#6:10]-[#6:11]=[#6:12]-[#6:13]=[#6:14]-1.[C:15]#[C:16][#6:17]-1=[#6:18]-[#6:19]=[#6:20]-[#6:21]=[#6:22]-1>>[#8:1][C:2]([C:15]#[C:16][#6:17]-1=[#6:18]-[#6:19]=[#6:20]-[#6:21]=[#6:22]-1)([#6:3]-1=[#6:8]-[#6:7]=[#6:6]-[#6:5]=[#6:4]-1)[#6:9]-1=[#6:14]-[#6:13]=[#6:12]-[#6:11]=[#6:10]-1
N[C@@H](CC1=CC=CC=C1)C(O)=O.CO>>N[C@@H](CC1=CC=CC=C1)C(OC)=O.[H]O[H],[#7:1]-[#6@@H:2](-[#6:3]-[#6:4]-1=[#6:5]-[#6:6]=[#6:7]-[#6:8]=[#6:9]-1)-[#6:10](-[#8:11])=[O:12].[#6:13]-[#8:14]>>[#6:13]-[#8:14]-[#6:10](=[O:12])-[#6@@H:2](-[#7:1])-[#6:3]-[#6:4]-1=[#6:5]-[#6:6]=[#6:7]-[#6:8]=[#6:9]-1.[#8:11]
N[C@@H](CC1=CC=CC=C1)C(OC)=O.C=CCBr>>O=C(OC)[C@@H](NCC=C)CC1=CC=CC=C1.[H]Br,[#6:12]-[#8:11]-[#6:10](=[O:13])-[#6@@H:2](-[#7:1])-[#6:3]-[#6:4]-1=[#6:5]-[#6:6]=[#6:7]-[#6:8]=[#6:9]-1.[Br:17][#6:16]-[#6:15]=[#6:14]>>[#6:12]-[#8:11]-[#6:10](=[O:13])-[#6@H:2](-[#6:3]-[#6:4]-1=[#6:5]-[#6:6]=[#6:7]-[#6:8]=[#6:9]-1)-[#7:1]-[#6:16]-[#6:15]=[#6:14].[Br:17]
O=C(OC)[C@@H](NCC=C)CC1=CC=CC=C1.C#CCBr>>O=C(OC)[C@@H](N(CC#C)CC=C)CC1=CC=CC=C1.[H]Br,[#6:4]-[#8:3]-[#6:2](=[O:1])-[#6@H:5](-[#6:10]-[#6:11]-1=[#6:12]-[#6:13]=[#6:14]-[#6:15]=[#6:16]-1)-[#7:6]-[#6:7]-[#6:8]=[#6:9].[Br:20][#6:19][C:18]#[C:17]>>[#6:4]-[#8:3]-[#6:2](=[O:1])-[#6@H:5](-[#6:10]-[#6:11]-1=[#6:12]-[#6:13]=[#6:14]-[#6:15]=[#6:16]-1)-[#7:6](-[#6:7]-[#6:8]=[#6:9])-[#6:19][C:18]#[C:17].[Br:20]
NC1=CC=CC=C1N.O=C(OC)C(CC)=O>>OC1=NC2=CC=CC=C2N=C1CC.CO.[H]O[H],[#7:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5]-[#6:6]=[#6:7]-1-[#7:8].[#6:15]-[#6:14]-[#6:13](=[O:16])-[#6:10](=[O:9])-[#8:11]-[#6:12]>>[#6:15]-[#6:14]-[#6:13]-1=[#7:8]-[#6:7]-2=[#6:6]-[#6:5]=[#6:4]-[#6:3]=[#6:2]-2-[#7:1]=[#6:10]-1-[#8:9].[#6:12]-[#8:11].[#8:16]
CC(C)/C=C/C(C)C.O=O>>CC(C)C=O.CC(C)C=O,[#6:1]-[#6:2](-[#6:3])\[#6:4]=[#6:5]\[#6:6](-[#6:7])-[#6:8].[O:9]=[O:10]>>[#6:8]-[#6:6](-[#6:7])-[#6:5]=[O:10].[#6:1]-[#6:2](-[#6:3])-[#6:4]=[O:9]
O=C1NC(C2=CC=CC=C21)=O.COCCCl>>O=C1N(CCOC)C(C2=CC=CC=C21)=O.[H]Cl,[O:1]=[#6:2]-1-[#7:3]-[#6:4](=[O:11])-[#6:5]-2=[#6:6]-[#6:7]=[#6:8]-[#6:9]=[#6:10]-1-2.[#6:12]-[#8:13]-[#6:14]-[#6:15][Cl:16]>>[#6:12]-[#8:13]-[#6:14]-[#6:15]-[#7:3]-1-[#6:4](=[O:11])-[#6:5]-2=[#6:6]-[#6:7]=[#6:8]-[#6:9]=[#6:10]-2-[#6:2]-1=[O:1].[Cl:16]
O=C1N(CCOC)C(C2=CC=CC=C21)=O.NN>>NCCOC.O=C1NNC(C2=CC=CC=C21)=O,[#6:7]-[#8:6]-[#6:5]-[#6:4]-[#7:3]-1-[#6:2](=[O:1])-[#6:14]-2=[#6:13]-[#6:12]=[#6:11]-[#6:10]=[#6:9]-2-[#6:8]-1=[O:15].[#7:16]-[#7:17]>>[#6:7]-[#8:6]-[#6:5]-[#6:4]-[#7:3].[O:1]=[#6:2]-1-[#7:16]-[#7:17]-[#6:8](=[O:15])-[#6:9]-2=[#6:10]-[#6:11]=[#6:12]-[#6:13]=[#6:14]-1-2
C=CO[Li].ClC1=CC=C(C)C=C1>>[Li]OC1C2=CC(C)=CC=C2C1.[H]Cl,[Li:4][#8:3]-[#6:2]=[#6:1].[#6:10]-[#6:9]-1=[#6:8]-[#6:7]=[#6:6]([Cl:5])-[#6:12]=[#6:11]-1>>[Li:4][#8:3]-[#6:2]-1-[#6:1]-[#6:6]-2=[#6:12]-[#6:11]=[#6:9](-[#6:10])-[#6:8]=[#6:7]-1-2.[Cl:5]
[Li]OC1C2=CC(C)=CC=C2C1>>C=C1C=CC(C)=C/C1=C\O[Li],[Li:1][#8:2]-[#6:3]-1-[#6:11]-[#6:10]-2=[#6:9]-[#6:8]=[#6:6](-[#6:7])-[#6:5]=[#6:4]-1-2>>[Li:1][#8:2]\[#6:3]=[#6:4]-1/[#6:5]=[#6:6](-[#6:7])-[#6:8]=[#6:9]-[#6:10]-1=[#6:11]
