reaction,mapped_reaction
CCOCCn1c(nc2ccccc12)N1CCCN(CCC2(CCNC2)c2ccccc2)CC1.COc1ccc(cc1C(O)=O)S(C)(=O)=O>>CCOCCn1c(nc2ccccc12)N1CCCN(CCC2(CCN(C2)C(=O)c2cc(ccc2OC)S(C)(=O)=O)c2ccccc2)CC1,[CH3:35][O:36][c:37]1[cH:38][cH:39][c:40]([cH:41][c:42]1[C:43]([OH:44])=[O:45])[S:46]([CH3:47])(=[O:48])=[O:49].[CH3:1][CH2:2][O:3][CH2:4][CH2:5][n:6]1[c:7]([n:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]12)[N:15]1[CH2:16][CH2:17][CH2:18][N:19]([CH2:20][CH2:21][C:22]2([CH2:23][CH2:24][NH:25][CH2:26]2)[c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)[CH2:33][CH2:34]1>>[CH3:1][CH2:2][O:3][CH2:4][CH2:5][n:6]1[c:7]([n:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]12)[N:15]1[CH2:16][CH2:17][CH2:18][N:19]([CH2:20][CH2:21][C:22]2([CH2:23][CH2:24][N:25]([CH2:26]2)[C:43](=[O:45])[c:42]2[cH:41][c:40]([cH:39][cH:38][c:37]2[O:36][CH3:35])[S:46]([CH3:47])(=[O:48])=[O:49])[c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)[CH2:33][CH2:34]1.[OH2:44]
COC(=O)CCCCCCCn1c2cc(ccc2oc1=O)[N+]([O-])=O.O>>OC(=O)CCCCCCCn1c2cc(ccc2oc1=O)[N+]([O-])=O,[CH3:2][O:3][C:4](=[O:5])[CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][n:13]1[c:14]2[cH:15][c:16]([cH:17][cH:18][c:19]2[o:20][c:21]1=[O:22])[N+:23]([O-:24])=[O:25].[OH2:1]>>[OH:1][C:4](=[O:5])[CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][n:13]1[c:14]2[cH:15][c:16]([cH:17][cH:18][c:19]2[o:20][c:21]1=[O:22])[N+:23]([O-:24])=[O:25].[CH3:2][OH:3]
COCN(c1cc(C)cnc1Br)S(=O)(=O)c1ccc(Cl)c(c1)C(F)(F)F.CN(C)C=O.CC(C)[Mg+].[Cl-]>>COCN(c1cc(C)cnc1C=O)S(=O)(=O)c1ccc(Cl)c(c1)C(F)(F)F,[Cl-:1].[CH3:2][CH:3]([CH3:4])[Mg+:5].[CH3:6][N:7]([CH3:8])[CH:9]=[O:10].[CH3:11][O:12][CH2:13][N:14]([c:15]1[cH:16][c:17]([CH3:18])[cH:19][n:20][c:21]1[Br:22])[S:23](=[O:24])(=[O:25])[c:26]1[cH:27][cH:28][c:29]([Cl:30])[c:31]([cH:32]1)[C:33]([F:34])([F:35])[F:36]>>[CH3:11][O:12][CH2:13][N:14]([c:15]1[cH:16][c:17]([CH3:18])[cH:19][n:20][c:21]1[CH:9]=[O:10])[S:23](=[O:24])(=[O:25])[c:26]1[cH:27][cH:28][c:29]([Cl:30])[c:31]([cH:32]1)[C:33]([F:34])([F:35])[F:36].[Br:22].[C:6].[C:4].[C:2].[C:3].[C:8].[Cl:1].[Mg:5].[N:7]
OC(=O)c1ccc(Br)cn1.NCCN1CCCC1>>Brc1ccc(nc1)C(=O)NCCN1CCCC1,[OH:9][C:10](=[O:11])[c:12]1[cH:13][cH:14][c:15]([Br:16])[cH:17][n:18]1.[NH2:1][CH2:2][CH2:3][N:4]1[CH2:5][CH2:6][CH2:7][CH2:8]1>>[Br:16][c:15]1[cH:14][cH:13][c:12]([n:18][cH:17]1)[C:10](=[O:11])[NH:1][CH2:2][CH2:3][N:4]1[CH2:8][CH2:7][CH2:6][CH2:5]1.[OH2:9]
CNS(=O)(=O)c1ccc(Br)cc1.CC(C)(C)OC(=O)N1CCC(CC1)C=O>>CNS(=O)(=O)c1ccc(cc1)C(O)C1CCN(CC1)C(=O)OC(C)(C)C,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH:11]([CH2:12][CH2:13]1)[CH:14]=[O:15].[CH3:16][NH:17][S:18](=[O:19])(=[O:20])[c:21]1[cH:22][cH:23][c:24]([Br:25])[cH:26][cH:27]1>>[CH3:16][NH:17][S:18](=[O:20])(=[O:19])[c:21]1[cH:22][cH:23][c:24]([cH:26][cH:27]1)[CH:14]([OH:15])[CH:11]1[CH2:12][CH2:13][N:8]([CH2:9][CH2:10]1)[C:6](=[O:7])[O:5][C:2]([CH3:4])([CH3:3])[CH3:1].[Br:25]
Clc1cccnn1.CC1(C)OB(OC1(C)C)c1ccc(cc1)-c1nc2n(ncc2c(=O)n1-c1ccc(Cl)cc1)-c1ccccc1>>Clc1ccc(cc1)-n1c(nc2n(ncc2c1=O)-c1ccccc1)-c1ccc(cc1)-c1cccnn1,[Cl:1][c:2]1[cH:7][cH:6][cH:5][n:4][n:3]1.[CH3:40][C:39]1([CH3:41])[O:38][B:37]([O:45][C:42]1([CH3:43])[CH3:44])[c:34]1[cH:33][cH:32][c:31]([cH:36][cH:35]1)-[c:16]1[n:17][c:18]2[n:24]([n:23][cH:22][c:19]2[c:20](=[O:21])[n:15]1-[c:12]1[cH:11][cH:10][c:9]([Cl:8])[cH:14][cH:13]1)-[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1>>[Cl:8][c:9]1[cH:10][cH:11][c:12]([cH:13][cH:14]1)-[n:15]1[c:16]([n:17][c:18]2[n:24]([n:23][cH:22][c:19]2[c:20]1=[O:21])-[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)-[c:31]1[cH:32][cH:33][c:34]([cH:35][cH:36]1)-[c:2]1[cH:7][cH:6][cH:5][n:4][n:3]1
CN(C(Cc1ccc2ccccc2c1)C(O)=O)C(=O)OC(C)(C)C.CNCCc1ccccc1OCCCO>>CN(CCc1ccccc1OCCCO)C(=O)C(Cc1ccc2ccccc2c1)N(C)C(=O)OC(C)(C)C,[CH3:16][N:17]([CH:18]([CH2:19][c:20]1[cH:21][cH:22][c:23]2[cH:24][cH:25][cH:26][cH:27][c:28]2[cH:29]1)[C:30]([OH:31])=[O:32])[C:33](=[O:34])[O:35][C:36]([CH3:37])([CH3:38])[CH3:39].[CH3:1][NH:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[O:11][CH2:12][CH2:13][CH2:14][OH:15]>>[CH3:1][N:2]([CH2:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[O:11][CH2:12][CH2:13][CH2:14][OH:15])[C:30](=[O:32])[CH:18]([CH2:19][c:20]1[cH:21][cH:22][c:23]2[cH:24][cH:25][cH:26][cH:27][c:28]2[cH:29]1)[N:17]([CH3:16])[C:33](=[O:34])[O:35][C:36]([CH3:37])([CH3:39])[CH3:38].[OH2:31]
OC(=O)CCCc1cccs1>>O=C1CCCc2sccc12,[OH:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][s:11]1>>[O:3]=[C:2]1[CH2:4][CH2:5][CH2:6][c:7]2[s:11][cH:10][cH:9][c:8]12.[O:1]
Oc1ccccc1C=O.CC(C)(S)C(N)C(O)=O>>CC1(C)SC(NC1C(O)=O)c1ccccc1O,[CH3:1][C:2]([CH3:3])([SH:4])[CH:5]([NH2:6])[C:7]([OH:8])=[O:9].[OH:10][c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[CH:17]=[O:18]>>[OH2:18].[CH3:3][C:2]1([CH3:1])[S:4][CH:17]([NH:6][CH:5]1[C:7]([OH:8])=[O:9])[c:16]1[cH:15][cH:14][cH:13][cH:12][c:11]1[OH:10]
COC(=O)c1scc(Br)c1OC.O>>COc1c(Br)csc1C(O)=O,[CH3:2][O:3][C:4](=[O:5])[c:6]1[s:7][cH:8][c:9]([Br:10])[c:11]1[O:12][CH3:13].[OH2:1]>>[CH3:13][O:12][c:11]1[c:9]([Br:10])[cH:8][s:7][c:6]1[C:4]([OH:1])=[O:5].[CH3:2][OH:3]
COC1C(C)Cc2c1cc(cc2CCO)C(C)(C)C.BrN1C(=O)CCC1=O>>COC1C(C)Cc2c1cc(cc2CCBr)C(C)(C)C,[CH3:15][O:14][CH:11]1[CH:10]([CH3:16])[CH2:9][c:8]2[c:12]1[cH:13][c:5]([cH:6][c:7]2[CH2:17][CH2:18][OH:19])[C:1]([CH3:2])([CH3:3])[CH3:4].[Br:51][N:46]1[C:45](=[O:44])[CH2:50][CH2:49][C:47]1=[O:48]>>[CH3:15][O:14][CH:11]1[CH:10]([CH3:16])[CH2:9][c:8]2[c:12]1[cH:13][c:5]([cH:6][c:7]2[CH2:17][CH2:18][Br:51])[C:1]([CH3:2])([CH3:3])[CH3:4]
COC(=O)c1sc(cc1OC(CO[Si](C)(C)C(C)(C)C)c1ccccc1Cl)-n1cnc2cnc(CO[Si](C)(C)C(C)(C)C)cc12.N>>CC(C)(C)[Si](C)(C)OCC(Oc1cc(sc1C(N)=O)-n1cnc2cnc(CO[Si](C)(C)C(C)(C)C)cc12)c1ccccc1Cl,[CH3:2][O:3][C:4](=[O:5])[c:6]1[s:7][c:8]([cH:9][c:10]1[O:11][CH:12]([CH2:13][O:14][Si:15]([CH3:16])([CH3:17])[C:18]([CH3:19])([CH3:20])[CH3:21])[c:22]1[cH:23][cH:24][cH:25][cH:26][c:27]1[Cl:28])-[n:29]1[cH:30][n:31][c:32]2[cH:33][n:34][c:35]([CH2:36][O:37][Si:38]([CH3:39])([CH3:40])[C:41]([CH3:42])([CH3:43])[CH3:44])[cH:45][c:46]12.[NH3:1]>>[CH3:19][C:18]([CH3:21])([CH3:20])[Si:15]([CH3:17])([CH3:16])[O:14][CH2:13][CH:12]([O:11][c:10]1[cH:9][c:8]([s:7][c:6]1[C:4]([NH2:1])=[O:5])-[n:29]1[cH:30][n:31][c:32]2[cH:33][n:34][c:35]([CH2:36][O:37][Si:38]([CH3:40])([CH3:39])[C:41]([CH3:42])([CH3:44])[CH3:43])[cH:45][c:46]12)[c:22]1[cH:23][cH:24][cH:25][cH:26][c:27]1[Cl:28].[CH3:2][OH:3]
COc1ncccc1CC#N.O.O>>COc1ncccc1CC(O)=O,[OH2:1].[OH2:2].[CH3:3][O:4][c:5]1[n:6][cH:7][cH:8][cH:9][c:10]1[CH2:11][C:12]#[N:13]>>[CH3:3][O:4][c:5]1[n:6][cH:7][cH:8][cH:9][c:10]1[CH2:11][C:12]([OH:2])=[O:1].[N:13]
CN(CCCl)CCCl.Cc1cc(CN)cc2CN(Cc3ccc(OC(F)(F)F)cc3)C(=O)c12>>CN1CCN(Cc2cc3CN(Cc4ccc(OC(F)(F)F)cc4)C(=O)c3c(C)c2)CC1,[CH3:1][c:2]1[cH:3][c:4]([CH2:5][NH2:6])[cH:7][c:8]2[CH2:9][N:10]([CH2:11][c:12]3[cH:13][cH:14][c:15]([O:16][C:17]([F:18])([F:19])[F:20])[cH:21][cH:22]3)[C:23](=[O:24])[c:25]12.[CH3:26][N:27]([CH2:28][CH2:29][Cl:30])[CH2:31][CH2:32][Cl:33]>>[CH3:26][N:27]1[CH2:28][CH2:29][N:6]([CH2:5][c:4]2[cH:7][c:8]3[CH2:9][N:10]([CH2:11][c:12]4[cH:22][cH:21][c:15]([O:16][C:17]([F:18])([F:19])[F:20])[cH:14][cH:13]4)[C:23](=[O:24])[c:25]3[c:2]([CH3:1])[cH:3]2)[CH2:32][CH2:31]1.[Cl:33].[Cl:30]
COC(=O)C1(CC=C)CCOCC1.O=[Os](=O)(=O)=O.O>>COC(=O)C1(CC=O)CCOCC1,[OH2:1].[O:2]=[Os:3](=[O:4])(=[O:5])=[O:6].[CH3:7][O:8][C:9](=[O:10])[C:11]1([CH2:12][CH:13]=[CH2:14])[CH2:15][CH2:16][O:17][CH2:18][CH2:19]1>>[CH3:7][O:8][C:9](=[O:10])[C:11]1([CH2:12][CH:13]=[O:6])[CH2:15][CH2:16][O:17][CH2:18][CH2:19]1.[C:14].[O:5].[O:2].[O:4].[O:1].[Os:3]
CC1(C)OB(OC1(C)C)c1ccc(N)cc1.ClCCCS(Cl)(=O)=O>>CC1(C)OB(OC1(C)C)c1ccc(cc1)N1CCCS1(=O)=O,[Cl:1][CH2:2][CH2:3][CH2:4][S:5]([Cl:6])(=[O:7])=[O:8].[CH3:9][C:10]1([CH3:11])[O:12][B:13]([O:14][C:15]1([CH3:16])[CH3:17])[c:18]1[cH:19][cH:20][c:21]([NH2:22])[cH:23][cH:24]1>>[CH3:9][C:10]1([CH3:11])[O:12][B:13]([O:14][C:15]1([CH3:17])[CH3:16])[c:18]1[cH:24][cH:23][c:21]([cH:20][cH:19]1)[N:22]1[CH2:2][CH2:3][CH2:4][S:5]1(=[O:7])=[O:8].[Cl:6].[Cl:1]
CN(C)C(=O)c1ccc(NC(=O)c2cc3CCOc4cc(Br)ccc4-c3s2)c(Cl)c1.CI>>CN(C)C(=O)c1ccc(N(C)C(=O)c2cc3CCOc4cc(Br)ccc4-c3s2)c(Cl)c1,[CH3:1][I:2].[CH3:3][N:4]([CH3:5])[C:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]([NH:12][C:13](=[O:14])[c:15]2[cH:16][c:17]3[CH2:18][CH2:19][O:20][c:21]4[cH:22][c:23]([Br:24])[cH:25][cH:26][c:27]4-[c:28]3[s:29]2)[c:30]([Cl:31])[cH:32]1>>[CH3:5][N:4]([CH3:3])[C:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]([N:12]([CH3:1])[C:13](=[O:14])[c:15]2[cH:16][c:17]3[CH2:18][CH2:19][O:20][c:21]4[cH:22][c:23]([Br:24])[cH:25][cH:26][c:27]4-[c:28]3[s:29]2)[c:30]([Cl:31])[cH:32]1.[I:2]
COC(=O)c1ccc(OCCNC(=O)c2oc3ccccc3c2N(C)C)cc1.NO>>CN(C)c1c(oc2ccccc12)C(=O)NCCOc1ccc(cc1)C(=O)NO,[CH3:3][O:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][NH:14][C:15](=[O:16])[c:17]2[o:18][c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]3[c:25]2[N:26]([CH3:27])[CH3:28])[cH:29][cH:30]1.[NH2:1][OH:2]>>[CH3:27][N:26]([CH3:28])[c:25]1[c:17]([o:18][c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]12)[C:15](=[O:16])[NH:14][CH2:13][CH2:12][O:11][c:10]1[cH:9][cH:8][c:7]([cH:30][cH:29]1)[C:5](=[O:6])[NH:1][OH:2].[CH3:3][OH:4]
COC(=O)c1ccccc1NCc1ccnc(NC(=O)N(C)C)c1.Cc1n(C)nc2cc(N)ccc12>>CN(C)C(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(C)n(C)nc3c2)ccn1,[CH3:13][O:14][C:15](=[O:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][c:22]1[NH:23][CH2:24][c:25]1[cH:26][cH:27][n:28][c:29]([NH:30][C:31](=[O:32])[N:33]([CH3:34])[CH3:35])[cH:36]1.[CH3:1][c:2]1[n:3]([CH3:4])[n:5][c:6]2[cH:7][c:8]([NH2:9])[cH:10][cH:11][c:12]12>>[CH3:34][N:33]([CH3:35])[C:31](=[O:32])[NH:30][c:29]1[cH:36][c:25]([CH2:24][NH:23][c:22]2[cH:21][cH:20][cH:19][cH:18][c:17]2[C:15](=[O:16])[NH:9][c:8]2[cH:10][cH:11][c:12]3[c:2]([CH3:1])[n:3]([CH3:4])[n:5][c:6]3[cH:7]2)[cH:26][cH:27][n:28]1.[CH3:13][OH:14]
CO.CC(C)c1ccc(cc1)C(O)=O>>COC(=O)c1ccc(cc1)C(C)C,[CH3:3][CH:4]([CH3:5])[c:6]1[cH:7][cH:8][c:9]([cH:10][cH:11]1)[C:12]([OH:13])=[O:14].[CH3:1][OH:2]>>[CH3:1][O:2][C:12](=[O:14])[c:9]1[cH:8][cH:7][c:6]([cH:11][cH:10]1)[CH:4]([CH3:3])[CH3:5].[OH2:13]
CC(C)(C)c1cccc(c1O)C(C)(C)C.BrCC=C.S=C=S>>CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C(=S)SCC=C,[S:1]=[C:2]=[S:3].[Br:4][CH2:5][CH:6]=[CH2:7].[CH3:8][C:9]([CH3:10])([CH3:11])[c:12]1[cH:13][cH:14][cH:15][c:16]([c:17]1[OH:18])[C:19]([CH3:20])([CH3:21])[CH3:22]>>[CH3:11][C:9]([CH3:10])([CH3:8])[c:12]1[cH:13][c:14]([cH:15][c:16]([c:17]1[OH:18])[C:19]([CH3:22])([CH3:21])[CH3:20])[C:2](=[S:1])[S:3][CH2:5][CH:6]=[CH2:7].[Br:4]
CCCC(CC(=O)OC)C[N+]([O-])=O>>CCCC1CNC(=O)C1,[CH3:13][CH2:12][CH2:11][CH:5]([CH2:6][C:7](=[O:8])[O:2][CH3:3])[CH2:4][N+:1]([O-:9])=[O:10]>>[CH3:13][CH2:12][CH2:11][CH:5]1[CH2:4][NH:1][C:7](=[O:8])[CH2:6]1
Cc1ccc(cc1)S(=O)(=O)NC(c1ccccc1)C(C)(C)O.ClS(Cl)=O>>Cc1ccc(cc1)S(=O)(=O)N1C(c2ccccc2)C(C)(C)OS1=O,[Cl:1][S:2]([Cl:3])=[O:4].[CH3:5][c:6]1[cH:7][cH:8][c:9]([cH:10][cH:11]1)[S:12](=[O:13])(=[O:14])[NH:15][CH:16]([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[C:23]([CH3:24])([CH3:25])[OH:26]>>[CH3:5][c:6]1[cH:11][cH:10][c:9]([cH:8][cH:7]1)[S:12](=[O:13])(=[O:14])[N:15]1[CH:16]([c:17]2[cH:22][cH:21][cH:20][cH:19][cH:18]2)[C:23]([CH3:25])([CH3:24])[O:26][S:2]1=[O:4].[Cl:3].[Cl:1]
COc1ncc(C(=O)Oc2ccc(cc2)[N+]([O-])=O)c2cc(oc12)C(C)=O.Nc1c(Cl)cncc1Cl>>COc1ncc(C(=O)Nc2c(Cl)cncc2Cl)c2cc(oc12)C(C)=O,[CH3:10][O:11][c:12]1[n:13][cH:14][c:15]([C:16](=[O:17])[O:18][c:19]2[cH:20][cH:21][c:22]([cH:23][cH:24]2)[N+:25]([O-:26])=[O:27])[c:28]2[cH:29][c:30]([o:31][c:32]12)[C:33]([CH3:34])=[O:35].[NH2:1][c:2]1[c:3]([Cl:4])[cH:5][n:6][cH:7][c:8]1[Cl:9]>>[CH3:10][O:11][c:12]1[n:13][cH:14][c:15]([C:16](=[O:17])[NH:1][c:2]2[c:3]([Cl:4])[cH:5][n:6][cH:7][c:8]2[Cl:9])[c:28]2[cH:29][c:30]([o:31][c:32]12)[C:33]([CH3:34])=[O:35].[OH:18][c:19]1[cH:24][cH:23][c:22]([cH:21][cH:20]1)[N+:25]([O-:26])=[O:27]
ONCc1ccccc1.FC(F)(F)COC=O>>ON(Cc1ccccc1)C=O,[F:10][C:11]([F:12])([F:13])[CH2:14][O:15][CH:16]=[O:17].[OH:1][NH:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1>>[OH:1][N:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH:16]=[O:17].[OH:15][CH2:14][C:11]([F:10])([F:12])[F:13]
C=O.Clc1ccc-2c(CN(Cc3nnc(C4CCN(CC4)c4ccccn4)n-23)C2CCNC2)c1>>CN1CCC(C1)N1Cc2nnc(C3CCN(CC3)c3ccccn3)n2-c2ccc(Cl)cc2C1,[Cl:1][c:2]1[cH:3][cH:4][c:5]-2[c:6]([CH2:7][N:8]([CH2:9][c:10]3[n:11][n:12][c:13]([CH:14]4[CH2:15][CH2:16][N:17]([CH2:18][CH2:19]4)[c:20]4[cH:21][cH:22][cH:23][cH:24][n:25]4)[n:26]-23)[CH:27]2[CH2:28][CH2:29][NH:30][CH2:31]2)[cH:32]1.[CH2:33]=[O:34]>>[CH3:33][N:30]1[CH2:29][CH2:28][CH:27]([CH2:31]1)[N:8]1[CH2:9][c:10]2[n:11][n:12][c:13]([CH:14]3[CH2:19][CH2:18][N:17]([CH2:16][CH2:15]3)[c:20]3[cH:21][cH:22][cH:23][cH:24][n:25]3)[n:26]2-[c:5]2[cH:4][cH:3][c:2]([Cl:1])[cH:32][c:6]2[CH2:7]1.[O:34]
CCNC(=O)n1ncc2ccc(OC(C)=O)c(CC=C)c12.OOC(=O)c1cccc(Cl)c1>>CCNC(=O)n1ncc2ccc(OC(C)=O)c(CC3CO3)c12,[CH3:16][CH2:15][NH:14][C:13](=[O:17])[n:11]1[n:10][cH:9][c:8]2[cH:7][cH:6][c:5]([O:18][C:19]([CH3:20])=[O:21])[c:4]([CH2:1][CH:2]=[CH2:3])[c:12]12.[OH:31][O:29][C:28](=[O:30])[c:27]1[cH:26][cH:25][cH:24][c:23]([Cl:22])[cH:32]1>>[CH3:16][CH2:15][NH:14][C:13](=[O:17])[n:11]1[n:10][cH:9][c:8]2[cH:7][cH:6][c:5]([O:18][C:19]([CH3:20])=[O:21])[c:4]([CH2:1][CH:2]3[CH2:3][O:30]3)[c:12]12
CS(=O)(=O)c1ccc(cc1Cl)C(CC1CCCC1)C(=O)Nc1ccn(Cc2cccc(c2)C(O)=O)n1.ClC(=O)C(Cl)=O>>CS(=O)(=O)c1ccc(cc1Cl)C(CC1CCCC1)C(=O)Nc1ccn(Cc2cccc(c2)C(Cl)=O)n1,[CH3:11][S:8](=[O:9])(=[O:10])[c:7]1[cH:6][cH:5][c:4]([cH:3][c:2]1[Cl:1])[CH:12]([CH2:31][CH:32]1[CH2:33][CH2:34][CH2:35][CH2:36]1)[C:13](=[O:14])[NH:15][c:16]1[cH:20][cH:19][n:18]([CH2:21][c:22]2[cH:30][cH:29][cH:28][c:24]([cH:23]2)[C:25]([OH:27])=[O:26])[n:17]1.[Cl:37][C:38](=[O:42])[C:39]([Cl:40])=[O:41]>>[CH3:11][S:8](=[O:9])(=[O:10])[c:7]1[cH:6][cH:5][c:4]([cH:3][c:2]1[Cl:1])[CH:12]([CH2:31][CH:32]1[CH2:33][CH2:34][CH2:35][CH2:36]1)[C:13](=[O:14])[NH:15][c:16]1[cH:20][cH:19][n:18]([CH2:21][c:22]2[cH:30][cH:29][cH:28][c:24]([cH:23]2)[C:25]([Cl:37])=[O:27])[n:17]1
CCOC(=O)c1cccnc1.CC#N>>O=C(CC#N)c1cccnc1,[CH3:10][CH2:8][O:9][C:1](=[O:11])[c:2]1[cH:7][cH:6][cH:5][n:4][cH:3]1.[CH3:14][C:15]#[N:16]>>[O:9]=[C:1]([CH2:14][C:15]#[N:16])[c:2]1[cH:7][cH:6][cH:5][n:4][cH:3]1
COc1ccc(cc1)N(NC(=O)Cc1cc(OC)c(cc1Br)C(=O)ON1C(=O)CCC1=O)c1c(C)cccc1N1CCCCC1.CN1CCNCC1>>COc1ccc(cc1)N(NC(=O)Cc1cc(OC)c(cc1Br)C(=O)N1CCN(C)CC1)c1c(C)cccc1N1CCCCC1,[CH3:8][O:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)[N:16]([NH:17][C:18](=[O:19])[CH2:20][c:21]1[cH:22][c:23]([O:24][CH3:25])[c:26]([cH:27][c:28]1[Br:29])[C:30](=[O:31])[O:32][N:33]1[C:34](=[O:35])[CH2:36][CH2:37][C:38]1=[O:39])[c:40]1[c:41]([CH3:42])[cH:43][cH:44][cH:45][c:46]1[N:47]1[CH2:48][CH2:49][CH2:50][CH2:51][CH2:52]1.[CH3:1][N:2]1[CH2:3][CH2:4][NH:5][CH2:6][CH2:7]1>>[CH3:8][O:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)[N:16]([NH:17][C:18](=[O:19])[CH2:20][c:21]1[cH:22][c:23]([O:24][CH3:25])[c:26]([cH:27][c:28]1[Br:29])[C:30](=[O:31])[N:5]1[CH2:4][CH2:3][N:2]([CH3:1])[CH2:7][CH2:6]1)[c:40]1[c:41]([CH3:42])[cH:43][cH:44][cH:45][c:46]1[N:47]1[CH2:48][CH2:49][CH2:50][CH2:51][CH2:52]1.[OH:32][N:33]1[C:38](=[O:39])[CH2:37][CH2:36][C:34]1=[O:35]
BrCC#C.CSc1nc(=O)[nH]cc1F>>CSc1nc(=O)n(CC#C)cc1F,[Br:11][CH2:12][C:13]#[CH:14].[CH3:1][S:2][c:3]1[n:4][c:5](=[O:6])[nH:7][cH:8][c:9]1[F:10]>>[CH3:1][S:2][c:3]1[n:4][c:5](=[O:6])[n:7]([CH2:12][C:13]#[CH:14])[cH:8][c:9]1[F:10].[BrH:11]
NO.CCOC(=O)Cc1oc-2cccc-2cc1-c1ccccc1>>ONC(=O)Cc1oc-2cccc-2cc1-c1ccccc1,[CH3:3][CH2:4][O:5][C:6](=[O:7])[CH2:8][c:9]1[o:10][c:11]-2[cH:12][cH:13][cH:14][c:15]-2[cH:16][c:17]1-[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[NH2:1][OH:2]>>[OH:2][NH:1][C:6](=[O:7])[CH2:8][c:9]1[o:10][c:11]-2[cH:12][cH:13][cH:14][c:15]-2[cH:16][c:17]1-[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[CH3:3][CH2:4][OH:5]
O=C1OC2CCC1N(C2)S(=O)(=O)c1ccc(OCc2ccccc2)cc1.O>>OC1CCC(N(C1)S(=O)(=O)c1ccc(OCc2ccccc2)cc1)C(O)=O,[O:1]=[C:2]1[O:3][CH:4]2[CH2:5][CH2:6][CH:7]1[N:8]([CH2:9]2)[S:10](=[O:11])(=[O:12])[c:13]1[cH:14][cH:15][c:16]([O:17][CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[cH:25][cH:26]1.[OH2:27]>>[OH:3][CH:4]1[CH2:5][CH2:6][CH:7]([N:8]([CH2:9]1)[S:10](=[O:11])(=[O:12])[c:13]1[cH:26][cH:25][c:16]([O:17][CH2:18][c:19]2[cH:24][cH:23][cH:22][cH:21][cH:20]2)[cH:15][cH:14]1)[C:2]([OH:27])=[O:1]
O=C(OCc1ccccc1)ON1C(=O)CCC1=O.OC(=O)C1CCCNC1>>OC(=O)C1CCCN(C1)C(=O)OCc1ccccc1,[O:10]=[C:11]([O:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[O:20][N:21]1[C:22](=[O:23])[CH2:24][CH2:25][C:26]1=[O:27].[OH:1][C:2](=[O:3])[CH:4]1[CH2:5][CH2:6][CH2:7][NH:8][CH2:9]1>>[OH:1][C:2](=[O:3])[CH:4]1[CH2:5][CH2:6][CH2:7][N:8]([CH2:9]1)[C:11](=[O:10])[O:12][CH2:13][c:14]1[cH:19][cH:18][cH:17][cH:16][cH:15]1.[OH:20][N:21]1[C:22](=[O:23])[CH2:24][CH2:25][C:26]1=[O:27]
Fc1ccc(F)cc1.O=C1OC(=O)c2cnncc12>>OC(=O)c1cnncc1C(=O)c1cc(F)ccc1F,[O:1]=[C:2]1[O:3][C:4](=[O:5])[c:6]2[cH:7][n:8][n:9][cH:10][c:11]12.[F:12][c:13]1[cH:14][cH:15][c:16]([F:17])[cH:18][cH:19]1>>[OH:3][C:4](=[O:5])[c:6]1[cH:7][n:8][n:9][cH:10][c:11]1[C:2](=[O:1])[c:18]1[cH:19][c:13]([F:12])[cH:14][cH:15][c:16]1[F:17]
